event_id,event_type,activity,start_time,end_time,robot_id,mission_id,segment_id,task_id
e157,Task,spray,2026-01-01T08:03:59.62,2026-01-01T08:04:16.18,r2,m1,m1_s1,t3
e178,Control,navigate,2026-01-01T08:03:59.64,2026-01-01T08:04:24.18,r4,,,
e57,Control,navigate,2026-01-01T08:03:59.64,2026-01-01T08:05:09.17,r5,,,
e163,Control,position,2026-01-01T08:04:06.51,2026-01-01T08:04:08.72,r6,,,
e164,Control,activate_sprayer,2026-01-01T08:04:08.72,2026-01-01T08:04:12.15,r6,,,
e165,Task,spray,2026-01-01T08:04:12.15,2026-01-01T08:04:32.45,r6,m1,m1_s3,t8
e183,Control,navigate,2026-01-01T08:04:16.18,2026-01-01T08:04:57.24,r8,,,
e50,Control,position,2026-01-01T08:04:18.82,2026-01-01T08:04:20.61,r3,,,
e51,Control,align_camera,2026-01-01T08:04:20.61,2026-01-01T08:04:22.45,r3,,,
e52,Task,inspect,2026-01-01T08:04:22.45,2026-01-01T08:04:36.15,r3,m2,m2_s3,t17
e179,Control,position,2026-01-01T08:04:24.18,2026-01-01T08:04:26.49,r4,,,
e180,Control,align_gripper,2026-01-01T08:04:26.49,2026-01-01T08:04:28.37,r4,,,
e181,Control,grasp,2026-01-01T08:04:28.37,2026-01-01T08:04:31.31,r4,,,
e182,Task,harvest,2026-01-01T08:04:31.31,2026-01-01T08:04:55.00,r4,m2,m2_s1,t13
e61,Control,navigate,2026-01-01T08:04:36.15,2026-01-01T08:05:59.21,r3,,,
e193,Control,navigate,2026-01-01T08:04:55.00,2026-01-01T08:06:18.49,r4,,,
e184,Control,position,2026-01-01T08:04:57.24,2026-01-01T08:04:59.36,r8,,,
e185,Control,align_gripper,2026-01-01T08:04:59.36,2026-01-01T08:05:01.09,r8,,,
e186,Control,grasp,2026-01-01T08:05:01.09,2026-01-01T08:05:03.73,r8,,,
e187,Task,harvest,2026-01-01T08:05:03.73,2026-01-01T08:05:27.68,r8,m1,m1_s1,t4
e58,Control,position,2026-01-01T08:05:09.17,2026-01-01T08:05:11.36,r5,,,
e54,Control,position,2026-01-01T08:05:10.35,2026-01-01T08:05:12.52,r1,,,
e59,Control,align_camera,2026-01-01T08:05:11.36,2026-01-01T08:05:13.55,r5,,,
e55,Control,align_camera,2026-01-01T08:05:12.52,2026-01-01T08:05:14.84,r1,,,
e60,Task,survey_field,2026-01-01T08:05:13.55,2026-01-01T08:05:22.67,r5,m9,,t77
e56,Task,survey_field,2026-01-01T08:05:14.84,2026-01-01T08:05:23.71,r1,m8,,t68
e65,Control,navigate,2026-01-01T08:05:22.67,2026-01-01T08:05:27.20,r5,,,
e73,Control,navigate,2026-01-01T08:05:23.71,2026-01-01T08:07:12.79,r1,,,
e66,Control,position,2026-01-01T08:05:27.20,2026-01-01T08:05:29.16,r5,,,
e188,Control,navigate,2026-01-01T08:05:27.68,2026-01-01T08:07:32.65,r8,,,
e67,Control,align_camera,2026-01-01T08:05:29.16,2026-01-01T08:05:30.85,r5,,,
e46,Control,position,2026-01-01T08:05:29.43,2026-01-01T08:05:31.05,r7,,,
e68,Task,inspect,2026-01-01T08:05:30.85,2026-01-01T08:05:41.81,r5,m5,m5_s1,t40
e47,Control,align_camera,2026-01-01T08:05:31.05,2026-01-01T08:05:32.86,r7,,,
e48,Task,inspect,2026-01-01T08:05:32.86,2026-01-01T08:05:45.77,r7,m2,m2_s2,t14
e222,Control,navigate,2026-01-01T08:05:41.81,2026-01-01T08:06:08.97,r2,,,
e77,Control,navigate,2026-01-01T08:05:41.81,2026-01-01T08:06:26.26,r5,,,
e226,Control,navigate,2026-01-01T08:05:45.77,2026-01-01T08:07:55.14,r6,,,
e85,Control,navigate,2026-01-01T08:05:45.77,2026-01-01T08:08:34.35,r7,,,
e62,Control,position,2026-01-01T08:05:59.21,2026-01-01T08:06:01.11,r3,,,
e63,Control,align_camera,2026-01-01T08:06:01.11,2026-01-01T08:06:03.00,r3,,,
e64,Task,survey_field,2026-01-01T08:06:03.00,2026-01-01T08:06:11.57,r3,m10,,t87
e223,Control,position,2026-01-01T08:06:08.97,2026-01-01T08:06:11.07,r2,,,
e224,Control,activate_sprayer,2026-01-01T08:06:11.07,2026-01-01T08:06:14.14,r2,,,
e69,Control,navigate,2026-01-01T08:06:11.57,2026-01-01T08:06:21.60,r3,,,
e225,Task,spray,2026-01-01T08:06:14.14,2026-01-01T08:06:34.42,r2,m5,m5_s1,t41
e194,Control,position,2026-01-01T08:06:18.49,2026-01-01T08:06:20.33,r4,,,
e195,Control,align_gripper,2026-01-01T08:06:20.33,2026-01-01T08:06:22.32,r4,,,
e70,Control,position,2026-01-01T08:06:21.60,2026-01-01T08:06:23.37,r3,,,
e196,Control,grasp,2026-01-01T08:06:22.32,2026-01-01T08:06:25.83,r4,,,
e71,Control,align_camera,2026-01-01T08:06:23.37,2026-01-01T08:06:25.50,r3,,,
e72,Task,inspect,2026-01-01T08:06:25.50,2026-01-01T08:06:37.00,r3,m5,m5_s2,t43
e197,Task,harvest,2026-01-01T08:06:25.83,2026-01-01T08:06:49.13,r4,m2,m2_s3,t18
e78,Control,position,2026-01-01T08:06:26.26,2026-01-01T08:06:27.89,r5,,,
e79,Control,align_camera,2026-01-01T08:06:27.89,2026-01-01T08:06:29.62,r5,,,
e80,Task,survey_field,2026-01-01T08:06:29.62,2026-01-01T08:06:39.20,r5,m11,,t96
e89,Control,navigate,2026-01-01T08:06:37.00,2026-01-01T08:08:01.87,r3,,,
e81,Control,navigate,2026-01-01T08:06:39.20,2026-01-01T08:07:09.23,r5,,,
e242,Control,navigate,2026-01-01T08:06:49.13,2026-01-01T08:08:05.23,r4,,,
e82,Control,position,2026-01-01T08:07:09.23,2026-01-01T08:07:10.94,r5,,,
e83,Control,align_camera,2026-01-01T08:07:10.94,2026-01-01T08:07:12.67,r5,,,
e84,Task,inspect,2026-01-01T08:07:12.67,2026-01-01T08:07:22.58,r5,m4,m4_s1,t31
e74,Control,position,2026-01-01T08:07:12.79,2026-01-01T08:07:15.04,r1,,,
e75,Control,align_camera,2026-01-01T08:07:15.04,2026-01-01T08:07:16.76,r1,,,
e76,Task,inspect,2026-01-01T08:07:16.76,2026-01-01T08:07:29.19,r1,m5,m5_s3,t45
e93,Control,navigate,2026-01-01T08:07:22.58,2026-01-01T08:08:35.90,r5,,,
e269,Control,navigate,2026-01-01T08:07:29.19,2026-01-01T08:08:38.59,r2,,,
e105,Control,navigate,2026-01-01T08:07:29.19,2026-01-01T08:09:38.38,r1,,,
e189,Control,position,2026-01-01T08:07:32.65,2026-01-01T08:07:34.48,r8,,,
e190,Control,align_gripper,2026-01-01T08:07:34.48,2026-01-01T08:07:36.77,r8,,,
e191,Control,grasp,2026-01-01T08:07:36.77,2026-01-01T08:07:40.03,r8,,,
e192,Task,harvest,2026-01-01T08:07:40.03,2026-01-01T08:08:07.38,r8,m1,m1_s3,t9
e227,Control,position,2026-01-01T08:07:55.14,2026-01-01T08:07:56.99,r6,,,
e228,Control,activate_sprayer,2026-01-01T08:07:56.99,2026-01-01T08:07:59.95,r6,,,
e229,Task,spray,2026-01-01T08:07:59.95,2026-01-01T08:08:17.04,r6,m2,m2_s2,t15
e90,Control,position,2026-01-01T08:08:01.87,2026-01-01T08:08:03.93,r3,,,
e91,Control,align_camera,2026-01-01T08:08:03.93,2026-01-01T08:08:05.91,r3,,,
e243,Control,position,2026-01-01T08:08:05.23,2026-01-01T08:08:07.09,r4,,,
e92,Task,inspect,2026-01-01T08:08:05.91,2026-01-01T08:08:19.22,r3,m4,m4_s3,t36
e244,Control,align_gripper,2026-01-01T08:08:07.09,2026-01-01T08:08:09.23,r4,,,
e245,Control,grasp,2026-01-01T08:08:09.23,2026-01-01T08:08:12.14,r4,,,
e246,Task,harvest,2026-01-01T08:08:12.14,2026-01-01T08:08:32.01,r4,m5,m5_s1,t42
e277,Control,navigate,2026-01-01T08:08:17.04,2026-01-01T08:10:26.40,r8,,,
e97,Control,navigate,2026-01-01T08:08:19.22,2026-01-01T08:08:55.03,r3,,,
e247,Control,navigate,2026-01-01T08:08:32.01,2026-01-01T08:09:24.70,r4,,,
e86,Control,position,2026-01-01T08:08:34.35,2026-01-01T08:08:36.18,r7,,,
e94,Control,position,2026-01-01T08:08:35.90,2026-01-01T08:08:37.98,r5,,,
e87,Control,align_camera,2026-01-01T08:08:36.18,2026-01-01T08:08:37.80,r7,,,
e88,Task,inspect,2026-01-01T08:08:37.80,2026-01-01T08:08:51.46,r7,m4,m4_s2,t33
e95,Control,align_camera,2026-01-01T08:08:37.98,2026-01-01T08:08:39.91,r5,,,
e270,Control,position,2026-01-01T08:08:38.59,2026-01-01T08:08:40.88,r2,,,
e96,Task,survey_field,2026-01-01T08:08:39.91,2026-01-01T08:08:50.23,r5,m12,,t106
e271,Control,activate_sprayer,2026-01-01T08:08:40.88,2026-01-01T08:08:44.10,r2,,,
e272,Task,spray,2026-01-01T08:08:44.10,2026-01-01T08:09:01.22,r2,m5,m5_s3,t46
e101,Control,navigate,2026-01-01T08:08:50.23,2026-01-01T08:09:25.74,r5,,,
e113,Control,navigate,2026-01-01T08:08:51.46,2026-01-01T08:09:09.80,r7,,,
e98,Control,position,2026-01-01T08:08:55.03,2026-01-01T08:08:57.21,r3,,,
e99,Control,align_camera,2026-01-01T08:08:57.21,2026-01-01T08:08:59.00,r3,,,
e100,Task,survey_field,2026-01-01T08:08:59.00,2026-01-01T08:09:08.35,r3,m13,,t115
e299,Control,navigate,2026-01-01T08:09:01.22,2026-01-01T08:11:35.90,r2,,,
e109,Control,navigate,2026-01-01T08:09:08.35,2026-01-01T08:10:25.87,r3,,,
e114,Control,position,2026-01-01T08:09:09.80,2026-01-01T08:09:12.14,r7,,,
e115,Control,align_camera,2026-01-01T08:09:12.14,2026-01-01T08:09:13.82,r7,,,
e116,Task,inspect,2026-01-01T08:09:13.82,2026-01-01T08:09:25.18,r7,m3,m3_s3,t26
e248,Control,position,2026-01-01T08:09:24.70,2026-01-01T08:09:26.56,r4,,,
e121,Control,navigate,2026-01-01T08:09:25.18,2026-01-01T08:09:38.82,r7,,,
e102,Control,position,2026-01-01T08:09:25.74,2026-01-01T08:09:27.38,r5,,,
e249,Control,align_gripper,2026-01-01T08:09:26.56,2026-01-01T08:09:28.75,r4,,,
e103,Control,align_camera,2026-01-01T08:09:27.38,2026-01-01T08:09:29.28,r5,,,
e250,Control,grasp,2026-01-01T08:09:28.75,2026-01-01T08:09:32.20,r4,,,
e104,Task,survey_field,2026-01-01T08:09:29.28,2026-01-01T08:09:40.34,r5,m14,,t125
e251,Task,harvest,2026-01-01T08:09:32.20,2026-01-01T08:09:54.42,r4,m5,m5_s2,t44
e106,Control,position,2026-01-01T08:09:38.38,2026-01-01T08:09:40.66,r1,,,
e122,Control,position,2026-01-01T08:09:38.82,2026-01-01T08:09:40.55,r7,,,
e117,Control,navigate,2026-01-01T08:09:40.34,2026-01-01T08:10:42.47,r5,,,
e123,Control,align_camera,2026-01-01T08:09:40.55,2026-01-01T08:09:42.79,r7,,,
e107,Control,align_camera,2026-01-01T08:09:40.66,2026-01-01T08:09:42.56,r1,,,
e108,Task,inspect,2026-01-01T08:09:42.56,2026-01-01T08:09:56.84,r1,m3,m3_s1,t21
e124,Task,inspect,2026-01-01T08:09:42.79,2026-01-01T08:09:54.61,r7,m7,m7_s2,t62
e264,Control,navigate,2026-01-01T08:09:54.42,2026-01-01T08:10:35.06,r4,,,
e129,Control,navigate,2026-01-01T08:09:54.61,2026-01-01T08:10:37.13,r7,,,
e125,Control,navigate,2026-01-01T08:09:56.84,2026-01-01T08:11:30.49,r1,,,
e341,Control,navigate,2026-01-01T08:09:56.84,2026-01-01T08:11:40.48,r6,,,
e110,Control,position,2026-01-01T08:10:25.87,2026-01-01T08:10:27.95,r3,,,
e278,Control,position,2026-01-01T08:10:26.40,2026-01-01T08:10:28.46,r8,,,
e111,Control,align_camera,2026-01-01T08:10:27.95,2026-01-01T08:10:29.86,r3,,,
e279,Control,align_gripper,2026-01-01T08:10:28.46,2026-01-01T08:10:30.32,r8,,,
e112,Task,inspect,2026-01-01T08:10:29.86,2026-01-01T08:10:43.97,r3,m3,m3_s2,t24
e280,Control,grasp,2026-01-01T08:10:30.32,2026-01-01T08:10:33.23,r8,,,
e281,Task,harvest,2026-01-01T08:10:33.23,2026-01-01T08:10:55.70,r8,m2,m2_s2,t16
e265,Control,position,2026-01-01T08:10:35.06,2026-01-01T08:10:37.17,r4,,,
e130,Control,position,2026-01-01T08:10:37.13,2026-01-01T08:10:39.19,r7,,,
e266,Control,align_gripper,2026-01-01T08:10:37.17,2026-01-01T08:10:39.07,r4,,,
e267,Control,grasp,2026-01-01T08:10:39.07,2026-01-01T08:10:41.80,r4,,,
e131,Control,align_camera,2026-01-01T08:10:39.19,2026-01-01T08:10:40.93,r7,,,
e132,Task,survey_field,2026-01-01T08:10:40.93,2026-01-01T08:10:50.43,r7,m15,,t134
e268,Task,harvest,2026-01-01T08:10:41.80,2026-01-01T08:11:03.47,r4,m4,m4_s1,t32
e118,Control,position,2026-01-01T08:10:42.47,2026-01-01T08:10:44.72,r5,,,
e137,Control,navigate,2026-01-01T08:10:43.97,2026-01-01T08:11:58.99,r3,,,
e119,Control,align_camera,2026-01-01T08:10:44.72,2026-01-01T08:10:46.66,r5,,,
e120,Task,inspect,2026-01-01T08:10:46.66,2026-01-01T08:11:00.55,r5,m7,m7_s1,t59
e133,Control,navigate,2026-01-01T08:10:50.43,2026-01-01T08:10:58.58,r7,,,
e303,Control,navigate,2026-01-01T08:10:55.70,2026-01-01T08:13:30.18,r8,,,
e134,Control,position,2026-01-01T08:10:58.58,2026-01-01T08:11:00.38,r7,,,
e135,Control,align_camera,2026-01-01T08:11:00.38,2026-01-01T08:11:02.66,r7,,,
e150,Control,navigate,2026-01-01T08:11:00.55,2026-01-01T08:12:34.81,r5,,,
e136,Task,survey_field,2026-01-01T08:11:02.66,2026-01-01T08:11:14.46,r7,m16,,t144
e282,Control,navigate,2026-01-01T08:11:03.47,2026-01-01T08:12:54.21,r4,,,
e141,Control,navigate,2026-01-01T08:11:14.46,2026-01-01T08:12:29.21,r7,,,
e126,Control,position,2026-01-01T08:11:30.49,2026-01-01T08:11:32.38,r1,,,
e127,Control,align_camera,2026-01-01T08:11:32.38,2026-01-01T08:11:34.54,r1,,,
e128,Task,inspect,2026-01-01T08:11:34.54,2026-01-01T08:11:48.21,r1,m7,m7_s3,t64
e300,Control,position,2026-01-01T08:11:35.90,2026-01-01T08:11:37.81,r2,,,
e301,Control,activate_sprayer,2026-01-01T08:11:37.81,2026-01-01T08:11:40.88,r2,,,
e342,Control,position,2026-01-01T08:11:40.48,2026-01-01T08:11:42.56,r6,,,
e302,Task,spray,2026-01-01T08:11:40.88,2026-01-01T08:11:55.88,r2,m4,m4_s2,t34
e343,Control,activate_sprayer,2026-01-01T08:11:42.56,2026-01-01T08:11:46.01,r6,,,
e344,Task,spray,2026-01-01T08:11:46.01,2026-01-01T08:12:02.90,r6,m3,m3_s1,t22
e166,Control,navigate,2026-01-01T08:11:48.21,2026-01-01T08:12:23.52,r1,,,
e320,Control,navigate,2026-01-01T08:11:55.88,2026-01-01T08:12:14.23,r2,,,
e138,Control,position,2026-01-01T08:11:58.99,2026-01-01T08:12:01.37,r3,,,
e139,Control,align_camera,2026-01-01T08:12:01.37,2026-01-01T08:12:03.75,r3,,,
e366,Control,navigate,2026-01-01T08:12:02.90,2026-01-01T08:13:24.75,r6,,,
e140,Task,survey_field,2026-01-01T08:12:03.75,2026-01-01T08:12:14.55,r3,m17,,t153
e321,Control,position,2026-01-01T08:12:14.23,2026-01-01T08:12:16.13,r2,,,
e158,Control,navigate,2026-01-01T08:12:14.55,2026-01-01T08:12:43.02,r3,,,
e322,Control,activate_sprayer,2026-01-01T08:12:16.13,2026-01-01T08:12:19.52,r2,,,
e323,Task,spray,2026-01-01T08:12:19.52,2026-01-01T08:12:40.21,r2,m3,m3_s3,t27
e167,Control,position,2026-01-01T08:12:23.52,2026-01-01T08:12:25.37,r1,,,
e168,Control,align_camera,2026-01-01T08:12:25.37,2026-01-01T08:12:27.55,r1,,,
e169,Task,inspect,2026-01-01T08:12:27.55,2026-01-01T08:12:40.80,r1,m6,m6_s1,t50
e142,Control,position,2026-01-01T08:12:29.21,2026-01-01T08:12:31.41,r7,,,
e143,Control,align_camera,2026-01-01T08:12:31.41,2026-01-01T08:12:33.34,r7,,,
e144,Task,survey_field,2026-01-01T08:12:33.34,2026-01-01T08:12:41.52,r7,m18,,t163
e151,Control,position,2026-01-01T08:12:34.81,2026-01-01T08:12:36.54,r5,,,
e152,Control,align_camera,2026-01-01T08:12:36.54,2026-01-01T08:12:38.91,r5,,,
e153,Task,survey_field,2026-01-01T08:12:38.91,2026-01-01T08:12:48.75,r5,m19,,t172
e382,Control,navigate,2026-01-01T08:12:40.21,2026-01-01T08:14:02.60,r2,,,
e198,Control,navigate,2026-01-01T08:12:40.80,2026-01-01T08:13:31.30,r1,,,
e174,Control,navigate,2026-01-01T08:12:41.52,2026-01-01T08:13:27.01,r7,,,
e159,Control,position,2026-01-01T08:12:43.02,2026-01-01T08:12:45.25,r3,,,
e160,Control,align_camera,2026-01-01T08:12:45.25,2026-01-01T08:12:47.04,r3,,,
e161,Task,survey_field,2026-01-01T08:12:47.04,2026-01-01T08:12:55.86,r3,m20,,t182
e170,Control,navigate,2026-01-01T08:12:48.75,2026-01-01T08:14:05.75,r5,,,
e283,Control,position,2026-01-01T08:12:54.21,2026-01-01T08:12:56.43,r4,,,
e202,Control,navigate,2026-01-01T08:12:55.86,2026-01-01T08:13:35.70,r3,,,
e284,Control,align_gripper,2026-01-01T08:12:56.43,2026-01-01T08:12:58.62,r4,,,
e285,Control,grasp,2026-01-01T08:12:58.62,2026-01-01T08:13:01.63,r4,,,
e286,Task,harvest,2026-01-01T08:13:01.63,2026-01-01T08:13:23.26,r4,m4,m4_s3,t37
e336,Control,navigate,2026-01-01T08:13:23.26,2026-01-01T08:14:20.81,r4,,,
e367,Control,position,2026-01-01T08:13:24.75,2026-01-01T08:13:26.81,r6,,,
e368,Control,activate_sprayer,2026-01-01T08:13:26.81,2026-01-01T08:13:29.93,r6,,,
e175,Control,position,2026-01-01T08:13:27.01,2026-01-01T08:13:28.63,r7,,,
e176,Control,align_camera,2026-01-01T08:13:28.63,2026-01-01T08:13:30.74,r7,,,
e369,Task,spray,2026-01-01T08:13:29.93,2026-01-01T08:13:45.89,r6,m7,m7_s1,t60
e304,Control,position,2026-01-01T08:13:30.18,2026-01-01T08:13:31.85,r8,,,
e177,Task,inspect,2026-01-01T08:13:30.74,2026-01-01T08:13:42.91,r7,m6,m6_s3,t55
e199,Control,position,2026-01-01T08:13:31.30,2026-01-01T08:13:33.26,r1,,,
e305,Control,align_gripper,2026-01-01T08:13:31.85,2026-01-01T08:13:34.23,r8,,,
e200,Control,align_camera,2026-01-01T08:13:33.26,2026-01-01T08:13:34.94,r1,,,
e306,Control,grasp,2026-01-01T08:13:34.23,2026-01-01T08:13:36.73,r8,,,
e201,Task,inspect,2026-01-01T08:13:34.94,2026-01-01T08:13:46.88,r1,m9,m9_s1,t78
e203,Control,position,2026-01-01T08:13:35.70,2026-01-01T08:13:37.94,r3,,,
e307,Task,harvest,2026-01-01T08:13:36.73,2026-01-01T08:13:58.26,r8,m5,m5_s3,t47
e204,Control,align_camera,2026-01-01T08:13:37.94,2026-01-01T08:13:40.17,r3,,,
e205,Task,inspect,2026-01-01T08:13:40.17,2026-01-01T08:13:51.85,r3,m9,m9_s2,t81
e206,Control,navigate,2026-01-01T08:13:42.91,2026-01-01T08:15:51.55,r7,,,
e218,Control,navigate,2026-01-01T08:13:46.88,2026-01-01T08:16:31.11,r1,,,
e210,Control,navigate,2026-01-01T08:13:51.85,2026-01-01T08:14:52.16,r3,,,
e345,Control,navigate,2026-01-01T08:13:58.26,2026-01-01T08:15:06.45,r8,,,
e383,Control,position,2026-01-01T08:14:02.60,2026-01-01T08:14:04.31,r2,,,
e384,Control,activate_sprayer,2026-01-01T08:14:04.31,2026-01-01T08:14:07.30,r2,,,
e171,Control,position,2026-01-01T08:14:05.75,2026-01-01T08:14:07.78,r5,,,
e385,Task,spray,2026-01-01T08:14:07.30,2026-01-01T08:14:26.86,r2,m7,m7_s3,t65
e172,Control,align_camera,2026-01-01T08:14:07.78,2026-01-01T08:14:09.67,r5,,,
e173,Task,inspect,2026-01-01T08:14:09.67,2026-01-01T08:14:20.03,r5,m6,m6_s2,t52
e486,Control,navigate,2026-01-01T08:14:20.03,2026-01-01T08:14:38.16,r6,,,
e214,Control,navigate,2026-01-01T08:14:20.03,2026-01-01T08:14:42.17,r5,,,
e337,Control,position,2026-01-01T08:14:20.81,2026-01-01T08:14:22.73,r4,,,
e338,Control,align_gripper,2026-01-01T08:14:22.73,2026-01-01T08:14:24.80,r4,,,
e339,Control,grasp,2026-01-01T08:14:24.80,2026-01-01T08:14:28.00,r4,,,
e470,Control,navigate,2026-01-01T08:14:26.86,2026-01-01T08:15:09.66,r2,,,
e340,Task,harvest,2026-01-01T08:14:28.00,2026-01-01T08:14:50.85,r4,m7,m7_s2,t63
e487,Control,position,2026-01-01T08:14:38.16,2026-01-01T08:14:40.18,r6,,,
e488,Control,activate_sprayer,2026-01-01T08:14:40.18,2026-01-01T08:14:43.03,r6,,,
e215,Control,position,2026-01-01T08:14:42.17,2026-01-01T08:14:44.00,r5,,,
e489,Task,spray,2026-01-01T08:14:43.03,2026-01-01T08:14:59.03,r6,m6,m6_s2,t53
e216,Control,align_camera,2026-01-01T08:14:44.00,2026-01-01T08:14:45.95,r5,,,
e217,Task,inspect,2026-01-01T08:14:45.95,2026-01-01T08:14:59.94,r5,m8,m8_s2,t71
e386,Control,navigate,2026-01-01T08:14:50.85,2026-01-01T08:15:21.28,r4,,,
e211,Control,position,2026-01-01T08:14:52.16,2026-01-01T08:14:54.36,r3,,,
e212,Control,align_camera,2026-01-01T08:14:54.36,2026-01-01T08:14:56.19,r3,,,
e213,Task,inspect,2026-01-01T08:14:56.19,2026-01-01T08:15:08.59,r3,m8,m8_s1,t69
e500,Control,navigate,2026-01-01T08:14:59.94,2026-01-01T08:15:22.09,r6,,,
e230,Control,navigate,2026-01-01T08:14:59.94,2026-01-01T08:15:42.39,r5,,,
